Date,Time,T.ID,GP.Vol,NP.Vol,Wat.Vol,GT.Vol,NT.Vol,Prd.Lvl,Wat.Lvl,Ullage,Avg.Tmp,Prd.Wgt,Prd.Dens
2017/09/07,19:59:00,04,20266,20038,0,20266,20038,134.06,-0.46,11426,32.87,nan,826,
2017/09/07,20:00:00,01,8933,8811,0,8933,8811,124.51,-0.41,7025,31.18,nan,745,
2017/09/07,20:00:00,02,4744,4680,0,4744,4680,77.89,-0.22,11214,31.09,nan,745,
2017/09/07,20:00:00,03,9587,9449,1,9587,9450,96.89,0.12,10838,31.79,nan,745,
2017/09/07,20:00:00,04,20265,20038,0,20265,20038,134.06,-0.46,11427,32.87,nan,826,
2017/09/07,20:01:00,01,8932,8811,0,8932,8811,124.50,-0.41,7026,31.18,nan,745,
2017/09/07,20:01:00,02,4745,4681,0,4745,4681,77.90,-0.21,11214,31.09,nan,745,
2017/09/07,20:01:00,03,9585,9447,1,9586,9448,96.88,0.12,10839,31.79,nan,745,
2017/09/07,20:01:00,04,20266,20038,0,20266,20038,134.06,-0.46,11426,32.87,nan,826,
2017/09/07,20:02:00,01,8932,8811,0,8932,8811,124.51,-0.41,7026,31.18,nan,745,
2017/09/07,20:02:00,02,4745,4681,0,4745,4681,77.90,-0.21,11214,31.09,nan,745,
2017/09/07,20:02:00,03,9585,9447,1,9586,9448,96.88,0.12,10839,31.79,nan,745,
2017/09/07,20:02:00,04,20265,20038,0,20265,20038,134.06,-0.46,11427,32.87,nan,826,
2017/09/07,20:03:00,01,8932,8811,0,8932,8811,124.50,-0.41,7026,31.18,nan,745,
2017/09/07,20:03:00,02,4745,4681,0,4745,4681,77.90,-0.22,11214,31.09,nan,745,
2017/09/07,20:03:00,03,9578,9441,1,9579,9442,96.82,0.12,10846,31.79,nan,745,
2017/09/07,20:03:00,04,20265,20038,0,20265,20038,134.06,-0.46,11427,32.87,nan,826,
2017/09/07,20:04:00,01,8932,8811,0,8932,8811,124.51,-0.41,7026,31.18,nan,745,
2017/09/07,20:04:00,02,4745,4681,0,4745,4681,77.90,-0.21,11213,31.09,nan,745,
2017/09/07,20:04:00,03,9577,9440,1,9578,9440,96.81,0.12,10847,31.79,nan,745,
2017/09/07,20:04:00,04,20265,20038,0,20265,20038,134.06,-0.46,11427,32.87,nan,826,
2017/09/07,20:05:00,01,8932,8811,0,8932,8811,124.51,-0.41,7026,31.18,nan,745,
2017/09/07,20:05:00,02,4745,4681,0,4745,4681,77.90,-0.21,11214,31.09,nan,745,
2017/09/07,20:05:00,03,9578,9441,1,9579,9442,96.82,0.12,10846,31.79,nan,745,
2017/09/07,20:05:00,04,20265,20038,0,20265,20038,134.06,-0.46,11427,32.87,nan,826,
2017/09/07,20:06:00,01,8931,8809,0,8931,8809,124.49,-0.41,7027,31.18,nan,745,
2017/09/07,20:06:00,02,4744,4680,0,4744,4680,77.89,-0.22,11214,31.09,nan,745,
2017/09/07,20:06:00,03,9562,9424,1,9563,9425,96.68,0.13,10862,31.79,nan,745,
2017/09/07,20:06:00,04,20265,20038,0,20265,20038,134.06,-0.46,11427,32.87,nan,826,
2017/09/07,20:07:00,01,8930,8808,0,8930,8808,124.48,-0.41,7028,31.18,nan,745,
2017/09/07,20:07:00,02,4708,4644,0,4708,4644,77.49,-0.22,11250,31.09,nan,745,
2017/09/07,20:07:00,03,9561,9423,1,9562,9424,96.67,0.12,10863,31.79,nan,745,
2017/09/07,20:07:00,04,20254,20026,0,20254,20026,133.99,-0.46,11438,32.87,nan,826,
2017/09/07,20:08:00,01,8930,8808,0,8930,8808,124.48,-0.41,7028,31.18,nan,745,
2017/09/07,20:08:00,02,4703,4640,0,4703,4640,77.44,-0.22,11255,31.09,nan,745,
2017/09/07,20:08:00,03,9561,9424,1,9562,9425,96.67,0.13,10863,31.79,nan,745,
2017/09/07,20:08:00,04,20253,20026,0,20253,20026,133.99,-0.46,11439,32.87,nan,826,
2017/09/07,20:09:00,01,8928,8807,0,8928,8807,124.47,-0.41,7030,31.18,nan,745,
2017/09/07,20:09:00,02,4705,4641,0,4705,4641,77.46,-0.22,11253,31.09,nan,745,
2017/09/07,20:09:00,03,9562,9424,1,9562,9425,96.68,0.12,10863,31.79,nan,745,
2017/09/07,20:09:00,04,20253,20026,0,20253,20026,133.99,-0.46,11439,32.87,nan,826,
2017/09/07,20:10:00,01,8928,8807,0,8928,8807,124.47,-0.41,7030,31.18,nan,745,
2017/09/07,20:10:00,02,4704,4641,0,4704,4641,77.45,-0.22,11254,31.09,nan,745,
2017/09/07,20:10:00,03,9559,9422,1,9560,9423,96.65,0.12,10865,31.79,nan,745,
2017/09/07,20:10:00,04,20253,20026,0,20253,20026,133.99,-0.46,11439,32.87,nan,826,
2017/09/07,20:11:00,01,8928,8807,0,8928,8807,124.46,-0.41,7030,31.18,nan,745,
2017/09/07,20:11:00,02,4704,4640,0,4704,4640,77.45,-0.22,11254,31.09,nan,745,
2017/09/07,20:11:00,03,9556,9419,1,9557,9420,96.63,0.12,10868,31.79,nan,745,
2017/09/07,20:11:00,04,20253,20026,0,20253,20026,133.99,-0.46,11439,32.87,nan,826,
2017/09/07,20:12:00,01,8928,8807,0,8928,8807,124.47,-0.41,7030,31.18,nan,745,
2017/09/07,20:12:00,02,4704,4641,0,4704,4641,77.45,-0.22,11254,31.09,nan,745,
2017/09/07,20:12:00,03,9556,9419,1,9557,9420,96.63,0.12,10868,31.79,nan,745,
2017/09/07,20:12:00,04,20253,20026,0,20253,20026,133.99,-0.46,11439,32.87,nan,826,
2017/09/07,20:13:00,01,8928,8807,0,8928,8807,124.47,-0.41,7030,31.18,nan,745,
2017/09/07,20:13:00,02,4704,4640,0,4704,4640,77.44,-0.22,11255,31.09,nan,745,
2017/09/07,20:13:00,03,9554,9417,1,9555,9418,96.61,0.12,10870,31.79,nan,745,
2017/09/07,20:13:00,04,20253,20026,0,20253,20026,133.99,-0.46,11439,32.87,nan,826,
2017/09/07,20:14:00,01,8929,8807,0,8929,8807,124.47,-0.41,7030,31.18,nan,745,
2017/09/07,20:14:00,02,4704,4641,0,4704,4641,77.45,-0.22,11254,31.09,nan,745,
2017/09/07,20:14:00,03,9554,9417,1,9555,9418,96.61,0.12,10870,31.79,nan,745,
2017/09/07,20:14:00,04,20253,20026,0,20253,20026,133.99,-0.46,11439,32.87,nan,826,
2017/09/07,20:15:00,01,8926,8805,0,8926,8805,124.45,-0.41,7032,31.18,nan,745,
2017/09/07,20:15:00,02,4682,4619,0,4682,4619,77.21,-0.22,11276,31.09,nan,745,
2017/09/07,20:15:00,03,9552,9415,1,9553,9416,96.60,0.12,10872,31.79,nan,745,
2017/09/07,20:15:00,04,20253,20026,0,20253,20026,133.99,-0.46,11439,32.87,nan,826,
2017/09/07,20:16:00,01,8926,8805,0,8926,8805,124.44,-0.41,7032,31.18,nan,745,
2017/09/07,20:16:00,02,4682,4619,0,4682,4619,77.21,-0.22,11276,31.09,nan,745,
2017/09/07,20:16:00,03,9552,9415,1,9553,9416,96.60,0.13,10872,31.79,nan,745,
2017/09/07,20:16:00,04,20253,20026,0,20253,20026,133.99,-0.46,11439,32.86,nan,826,
2017/09/07,20:17:00,01,8924,8802,0,8924,8802,124.42,-0.41,7034,31.18,nan,745,
2017/09/07,20:17:00,02,4682,4619,0,4682,4619,77.21,-0.22,11276,31.09,nan,745,
2017/09/07,20:17:00,03,9552,9415,1,9553,9416,96.60,0.12,10872,31.79,nan,745,
2017/09/07,20:17:00,04,20254,20026,0,20254,20026,133.99,-0.46,11438,32.86,nan,826,
2017/09/07,20:18:00,01,8924,8802,0,8924,8802,124.42,-0.41,7034,31.18,nan,745,
2017/09/07,20:18:00,02,4683,4619,0,4683,4619,77.21,-0.22,11275,31.09,nan,745,
2017/09/07,20:18:00,03,9552,9415,1,9553,9416,96.59,0.12,10872,31.79,nan,745,
2017/09/07,20:18:00,04,20253,20026,0,20253,20026,133.99,-0.46,11439,32.86,nan,826,
2017/09/07,20:19:00,01,8922,8800,0,8922,8800,124.40,-0.41,7036,31.18,nan,745,
2017/09/07,20:19:00,02,4682,4619,0,4682,4619,77.21,-0.22,11276,31.09,nan,745,
2017/09/07,20:19:00,03,9552,9415,1,9553,9416,96.60,0.13,10872,31.79,nan,745,
2017/09/07,20:19:00,04,20253,20026,0,20253,20026,133.99,-0.46,11439,32.86,nan,826,
2017/09/07,20:20:00,01,8922,8801,0,8922,8801,124.40,-0.41,7036,31.18,nan,745,
2017/09/07,20:20:00,02,4682,4619,0,4682,4619,77.21,-0.22,11276,31.09,nan,745,
2017/09/07,20:20:00,03,9550,9413,1,9551,9414,96.57,0.12,10874,31.79,nan,745,
2017/09/07,20:20:00,04,20253,20026,0,20253,20026,133.99,-0.46,11439,32.86,nan,826,
2017/09/07,20:21:00,01,8922,8800,0,8922,8800,124.40,-0.41,7036,31.18,nan,745,
2017/09/07,20:21:00,02,4682,4619,0,4682,4619,77.21,-0.22,11276,31.09,nan,745,
2017/09/07,20:21:00,03,9550,9413,1,9551,9414,96.57,0.12,10874,31.79,nan,745,
2017/09/07,20:21:00,04,20253,20026,0,20253,20026,133.99,-0.46,11439,32.86,nan,826,
2017/09/07,20:22:00,01,8922,8800,0,8922,8800,124.40,-0.41,7036,31.18,nan,745,
2017/09/07,20:22:00,02,4682,4619,0,4682,4619,77.21,-0.22,11276,31.09,nan,745,
2017/09/07,20:22:00,03,9550,9413,1,9551,9414,96.58,0.12,10874,31.79,nan,745,
2017/09/07,20:22:00,04,20253,20026,0,20253,20026,133.99,-0.46,11439,32.86,nan,826,
2017/09/07,20:23:00,01,8914,8793,0,8914,8793,124.32,-0.41,7044,31.18,nan,745,
2017/09/07,20:23:00,02,4682,4619,0,4682,4619,77.21,-0.22,11276,31.09,nan,745,
2017/09/07,20:23:00,03,9550,9413,1,9551,9414,96.58,0.13,10874,31.79,nan,745,
2017/09/07,20:23:00,04,20253,20026,0,20253,20026,133.99,-0.46,11439,32.86,nan,826,
2017/09/07,20:24:00,01,8914,8793,0,8914,8793,124.32,-0.41,7044,31.18,nan,745,
2017/09/07,20:24:00,02,4682,4619,0,4682,4619,77.21,-0.22,11276,31.09,nan,745,
2017/09/07,20:24:00,03,9550,9413,1,9551,9414,96.57,0.12,10874,31.79,nan,745,
2017/09/07,20:24:00,04,20253,20026,0,20253,20026,133.99,-0.46,11439,32.86,nan,826,
2017/09/07,20:25:00,01,8914,8793,0,8914,8793,124.32,-0.41,7044,31.18,nan,745,
2017/09/07,20:25:00,02,4682,4619,0,4682,4619,77.21,-0.22,11276,31.09,nan,745,
2017/09/07,20:25:00,03,9545,9408,1,9546,9409,96.53,0.12,10879,31.79,nan,745,
2017/09/07,20:25:00,04,20253,20026,0,20253,20026,133.99,-0.46,11439,32.86,nan,826,
2017/09/07,20:26:00,01,8914,8793,0,8914,8793,124.32,-0.41,7044,31.18,nan,745,
2017/09/07,20:26:00,02,4682,4619,0,4682,4619,77.21,-0.22,11276,31.09,nan,745,
2017/09/07,20:26:00,03,9545,9408,1,9546,9409,96.53,0.12,10879,31.79,nan,745,
2017/09/07,20:26:00,04,20253,20026,0,20253,20026,133.99,-0.46,11439,32.86,nan,826,
2017/09/07,20:27:00,01,8914,8793,0,8914,8793,124.32,-0.41,7044,31.18,nan,745,
2017/09/07,20:27:00,02,4681,4618,0,4681,4618,77.19,-0.22,11277,31.09,nan,745,
2017/09/07,20:27:00,03,9543,9406,1,9544,9407,96.51,0.12,10881,31.79,nan,745,
2017/09/07,20:27:00,04,20254,20027,0,20254,20027,133.99,-0.46,11438,32.86,nan,826,
2017/09/07,20:28:00,01,8914,8793,0,8914,8793,124.32,-0.41,7044,31.18,nan,745,
2017/09/07,20:28:00,02,4680,4617,0,4680,4617,77.19,-0.22,11278,31.09,nan,745,
2017/09/07,20:28:00,03,9543,9406,1,9544,9407,96.52,0.12,10881,31.79,nan,745,
2017/09/07,20:28:00,04,20253,20026,0,20253,20026,133.99,-0.46,11439,32.86,nan,826,
2017/09/07,20:29:00,01,8914,8793,0,8914,8793,124.32,-0.41,7044,31.18,nan,745,
2017/09/07,20:29:00,02,4681,4617,0,4681,4617,77.19,-0.22,11278,31.09,nan,745,
2017/09/07,20:29:00,03,9544,9407,1,9545,9408,96.52,0.13,10880,31.79,nan,745,
2017/09/07,20:29:00,04,20253,20026,0,20253,20026,133.99,-0.46,11439,32.86,nan,826,
2017/09/07,20:30:00,01,8912,8791,0,8912,8791,124.30,-0.41,7046,31.18,nan,745,
2017/09/07,20:30:00,02,4680,4617,0,4680,4617,77.19,-0.22,11278,31.09,nan,745,
2017/09/07,20:30:00,03,9544,9407,1,9545,9408,96.52,0.13,10880,31.78,nan,745,
2017/09/07,20:30:00,04,20253,20026,0,20253,20026,133.99,-0.46,11439,32.86,nan,826,
2017/09/07,20:31:00,01,8912,8791,0,8912,8791,124.30,-0.41,7046,31.18,nan,745,
2017/09/07,20:31:00,02,4680,4617,0,4680,4617,77.19,-0.22,11278,31.09,nan,745,
2017/09/07,20:31:00,03,9544,9407,1,9544,9408,96.52,0.13,10881,31.78,nan,745,
2017/09/07,20:31:00,04,20209,19983,0,20209,19983,133.75,-0.46,11483,32.86,nan,826,
2017/09/07,20:32:00,01,8912,8791,0,8912,8791,124.30,-0.41,7046,31.18,nan,745,
2017/09/07,20:32:00,02,4681,4617,0,4681,4617,77.19,-0.22,11277,31.09,nan,745,
2017/09/07,20:32:00,03,9544,9407,1,9545,9408,96.52,0.12,10880,31.78,nan,745,
2017/09/07,20:32:00,04,20191,19965,0,20191,19965,133.65,-0.46,11501,32.86,nan,826,
2017/09/07,20:33:00,01,8912,8791,0,8912,8791,124.30,-0.41,7046,31.18,nan,745,
2017/09/07,20:33:00,02,4680,4617,0,4680,4617,77.19,-0.22,11278,31.09,nan,745,
2017/09/07,20:33:00,03,9542,9405,1,9542,9406,96.50,0.12,10883,31.78,nan,745,
2017/09/07,20:33:00,04,20191,19965,0,20191,19965,133.65,-0.46,11501,32.86,nan,826,
2017/09/07,20:34:00,01,8912,8791,0,8912,8791,124.30,-0.41,7046,31.18,nan,745,
2017/09/07,20:34:00,02,4680,4617,0,4680,4617,77.19,-0.22,11278,31.09,nan,745,
2017/09/07,20:34:00,03,9542,9405,1,9542,9406,96.50,0.13,10883,31.78,nan,745,
2017/09/07,20:34:00,04,20191,19965,0,20191,19965,133.65,-0.46,11501,32.86,nan,826,
2017/09/07,20:35:00,01,8912,8791,0,8912,8791,124.30,-0.41,7046,31.18,nan,745,
2017/09/07,20:35:00,02,4680,4617,0,4680,4617,77.19,-0.22,11278,31.09,nan,745,
2017/09/07,20:35:00,03,9537,9400,1,9538,9401,96.46,0.12,10887,31.79,nan,745,
2017/09/07,20:35:00,04,20191,19964,0,20191,19964,133.65,-0.46,11501,32.86,nan,826,
2017/09/07,20:36:00,01,8912,8791,0,8912,8791,124.30,-0.41,7046,31.18,nan,745,
2017/09/07,20:36:00,02,4680,4617,0,4680,4617,77.19,-0.22,11278,31.09,nan,745,
2017/09/07,20:36:00,03,9523,9386,1,9524,9387,96.34,0.12,10901,31.78,nan,745,
2017/09/07,20:36:00,04,20191,19964,0,20191,19964,133.65,-0.46,11501,32.86,nan,826,
2017/09/07,20:37:00,01,8912,8791,0,8912,8791,124.30,-0.41,7046,31.18,nan,745,
2017/09/07,20:37:00,02,4680,4617,0,4680,4617,77.19,-0.22,11278,31.09,nan,745,
2017/09/07,20:37:00,03,9524,9387,1,9525,9388,96.35,0.12,10900,31.78,nan,745,
2017/09/07,20:37:00,04,20191,19964,0,20191,19964,133.65,-0.46,11501,32.86,nan,826,
2017/09/07,20:38:00,01,8912,8791,0,8912,8791,124.30,-0.41,7046,31.18,nan,745,
2017/09/07,20:38:00,02,4680,4617,0,4680,4617,77.19,-0.22,11278,31.09,nan,745,
2017/09/07,20:38:00,03,9522,9385,1,9523,9386,96.33,0.13,10902,31.78,nan,745,
2017/09/07,20:38:00,04,20191,19965,0,20191,19965,133.65,-0.46,11501,32.86,nan,826,
2017/09/07,20:39:00,01,8912,8791,0,8912,8791,124.30,-0.41,7046,31.18,nan,745,
2017/09/07,20:39:00,02,4680,4617,0,4680,4617,77.19,-0.22,11278,31.09,nan,745,
2017/09/07,20:39:00,03,9522,9385,1,9523,9386,96.33,0.12,10902,31.78,nan,745,
2017/09/07,20:39:00,04,20171,19945,0,20171,19945,133.54,-0.46,11521,32.86,nan,826,
2017/09/07,20:40:00,01,8912,8791,0,8912,8791,124.30,-0.41,7046,31.18,nan,745,
2017/09/07,20:40:00,02,4676,4613,0,4676,4613,77.14,-0.22,11282,31.09,nan,745,
2017/09/07,20:40:00,03,9522,9385,1,9523,9386,96.33,0.13,10902,31.78,nan,745,
2017/09/07,20:40:00,04,20171,19945,0,20171,19945,133.54,-0.46,11521,32.86,nan,826,
2017/09/07,20:41:00,01,8912,8791,0,8912,8791,124.30,-0.41,7046,31.18,nan,745,
2017/09/07,20:41:00,02,4676,4613,0,4676,4613,77.14,-0.22,11282,31.09,nan,745,
2017/09/07,20:41:00,03,9522,9385,1,9523,9386,96.33,0.13,10902,31.78,nan,745,
2017/09/07,20:41:00,04,20171,19945,0,20171,19945,133.54,-0.46,11521,32.86,nan,826,
2017/09/07,20:42:00,01,8909,8788,0,8909,8788,124.27,-0.41,7049,31.18,nan,745,
2017/09/07,20:42:00,02,4676,4613,0,4676,4613,77.14,-0.22,11282,31.09,nan,745,
2017/09/07,20:42:00,03,9522,9385,1,9523,9386,96.33,0.13,10902,31.78,nan,745,
2017/09/07,20:42:00,04,20171,19945,0,20171,19945,133.54,-0.46,11521,32.86,nan,826,
2017/09/07,20:43:00,01,8909,8788,0,8909,8788,124.27,-0.41,7049,31.18,nan,745,
2017/09/07,20:43:00,02,4676,4613,0,4676,4613,77.15,-0.22,11282,31.09,nan,745,
2017/09/07,20:43:00,03,9520,9383,1,9521,9384,96.32,0.12,10904,31.78,nan,745,
2017/09/07,20:43:00,04,20171,19945,0,20171,19945,133.54,-0.46,11521,32.86,nan,826,
2017/09/07,20:44:00,01,8909,8788,0,8909,8788,124.27,-0.41,7049,31.18,nan,745,
2017/09/07,20:44:00,02,4676,4613,0,4676,4613,77.14,-0.22,11282,31.09,nan,745,
2017/09/07,20:44:00,03,9521,9384,1,9522,9385,96.32,0.12,10903,31.78,nan,745,
2017/09/07,20:44:00,04,20171,19945,0,20171,19945,133.54,-0.46,11521,32.86,nan,826,
2017/09/07,20:45:00,01,8910,8788,0,8910,8788,124.27,-0.41,7048,31.18,nan,745,
2017/09/07,20:45:00,02,4676,4613,0,4676,4613,77.14,-0.22,11282,31.09,nan,745,
2017/09/07,20:45:00,03,9520,9384,1,9521,9385,96.32,0.12,10904,31.78,nan,745,
2017/09/07,20:45:00,04,20171,19945,0,20171,19945,133.54,-0.46,11521,32.86,nan,826,
2017/09/07,20:46:00,01,8909,8788,0,8909,8788,124.27,-0.41,7049,31.18,nan,745,
2017/09/07,20:46:00,02,4676,4613,0,4676,4613,77.14,-0.22,11282,31.09,nan,745,
2017/09/07,20:46:00,03,9521,9384,1,9522,9385,96.32,0.12,10903,31.78,nan,745,
2017/09/07,20:46:00,04,20171,19945,0,20171,19945,133.54,-0.46,11521,32.86,nan,826,
2017/09/07,20:47:00,01,8910,8788,0,8910,8788,124.27,-0.41,7048,31.18,nan,745,
2017/09/07,20:47:00,02,4676,4613,0,4676,4613,77.14,-0.22,11282,31.09,nan,745,
2017/09/07,20:47:00,03,9520,9384,1,9521,9385,96.32,0.12,10904,31.78,nan,745,
2017/09/07,20:47:00,04,20171,19945,0,20171,19945,133.54,-0.46,11521,32.85,nan,826,
2017/09/07,20:48:00,01,8910,8788,0,8910,8788,124.27,-0.41,7048,31.18,nan,745,
2017/09/07,20:48:00,02,4676,4613,0,4676,4613,77.14,-0.22,11282,31.09,nan,745,
2017/09/07,20:48:00,03,9518,9382,1,9519,9383,96.30,0.13,10906,31.78,nan,745,
2017/09/07,20:48:00,04,20171,19944,0,20171,19944,133.54,-0.46,11521,32.85,nan,826,
2017/09/07,20:49:00,01,8910,8788,0,8910,8788,124.27,-0.41,7048,31.18,nan,745,
2017/09/07,20:49:00,02,4676,4613,0,4676,4613,77.14,-0.22,11282,31.09,nan,745,
2017/09/07,20:49:00,03,9518,9382,1,9519,9383,96.30,0.13,10906,31.78,nan,745,
2017/09/07,20:49:00,04,20167,19941,0,20167,19941,133.52,-0.46,11525,32.85,nan,826,
2017/09/07,20:50:00,01,8910,8788,0,8910,8788,124.27,-0.41,7049,31.18,nan,745,
2017/09/07,20:50:00,02,4676,4613,0,4676,4613,77.14,-0.22,11282,31.09,nan,745,
2017/09/07,20:50:00,03,9518,9382,1,9519,9383,96.30,0.13,10906,31.78,nan,745,
2017/09/07,20:50:00,04,20167,19941,0,20167,19941,133.52,-0.46,11525,32.85,nan,826,
2017/09/07,20:51:00,01,8910,8788,0,8910,8788,124.27,-0.41,7049,31.18,nan,745,
2017/09/07,20:51:00,02,4676,4613,0,4676,4613,77.14,-0.22,11282,31.09,nan,745,
2017/09/07,20:51:00,03,9518,9382,1,9519,9383,96.30,0.13,10906,31.78,nan,745,
2017/09/07,20:51:00,04,20167,19941,0,20167,19941,133.52,-0.46,11525,32.85,nan,826,
2017/09/07,20:52:00,01,8910,8788,0,8910,8788,124.27,-0.41,7048,31.18,nan,745,
2017/09/07,20:52:00,02,4676,4613,0,4676,4613,77.14,-0.22,11282,31.09,nan,745,
2017/09/07,20:52:00,03,9519,9382,1,9520,9383,96.31,0.12,10905,31.78,nan,745,
2017/09/07,20:52:00,04,20167,19941,0,20167,19941,133.52,-0.46,11525,32.85,nan,826,
2017/09/07,20:53:00,01,8910,8788,0,8910,8788,124.27,-0.41,7049,31.18,nan,745,
2017/09/07,20:53:00,02,4676,4613,0,4676,4613,77.14,-0.22,11282,31.09,nan,745,
2017/09/07,20:53:00,03,9518,9382,1,9519,9383,96.30,0.12,10906,31.78,nan,745,
2017/09/07,20:53:00,04,20167,19941,0,20167,19941,133.52,-0.46,11525,32.85,nan,826,
2017/09/07,20:54:00,01,8907,8786,0,8907,8786,124.25,-0.41,7051,31.18,nan,745,
2017/09/07,20:54:00,02,4676,4613,0,4676,4613,77.14,-0.22,11282,31.09,nan,745,
2017/09/07,20:54:00,03,9513,9376,1,9514,9377,96.25,0.12,10911,31.78,nan,745,
2017/09/07,20:54:00,04,20167,19941,0,20167,19941,133.52,-0.46,11525,32.85,nan,826,
2017/09/07,20:55:00,01,8899,8778,0,8899,8778,124.17,-0.41,7059,31.18,nan,745,
2017/09/07,20:55:00,02,4676,4613,0,4676,4613,77.14,-0.22,11282,31.09,nan,745,
2017/09/07,20:55:00,03,9514,9378,1,9515,9378,96.26,0.13,10910,31.78,nan,745,
2017/09/07,20:55:00,04,20167,19941,0,20167,19941,133.52,-0.46,11525,32.85,nan,826,
2017/09/07,20:56:00,01,8900,8778,0,8900,8778,124.17,-0.41,7059,31.18,nan,745,
2017/09/07,20:56:00,02,4676,4613,0,4676,4613,77.14,-0.22,11282,31.09,nan,745,
2017/09/07,20:56:00,03,9513,9377,1,9514,9378,96.26,0.13,10911,31.78,nan,745,
2017/09/07,20:56:00,04,20167,19941,0,20167,19941,133.52,-0.46,11525,32.85,nan,826,
2017/09/07,20:57:00,01,8897,8776,0,8897,8776,124.14,-0.41,7061,31.18,nan,745,
2017/09/07,20:57:00,02,4676,4613,0,4676,4613,77.14,-0.22,11282,31.09,nan,745,
2017/09/07,20:57:00,03,9513,9377,1,9514,9377,96.26,0.13,10911,31.78,nan,745,
2017/09/07,20:57:00,04,20167,19941,0,20167,19941,133.52,-0.46,11525,32.85,nan,826,
2017/09/07,20:58:00,01,8897,8776,0,8897,8776,124.14,-0.41,7061,31.18,nan,745,
2017/09/07,20:58:00,02,4676,4613,0,4676,4613,77.14,-0.22,11282,31.09,nan,745,
2017/09/07,20:58:00,03,9513,9377,1,9514,9378,96.26,0.13,10911,31.78,nan,745,
2017/09/07,20:58:00,04,20167,19941,0,20167,19941,133.52,-0.46,11525,32.85,nan,826,
2017/09/07,20:59:00,01,8896,8775,0,8896,8775,124.13,-0.41,7062,31.18,nan,745,
2017/09/07,20:59:00,02,4676,4613,0,4676,4613,77.14,-0.22,11282,31.09,nan,745,
2017/09/07,20:59:00,03,9514,9377,1,9515,9378,96.26,0.13,10910,31.78,nan,745,
2017/09/07,20:59:00,04,20167,19941,0,20167,19941,133.52,-0.46,11525,32.85,nan,826,
2017/09/07,21:00:00,01,8894,8773,0,8894,8773,124.12,-0.41,7064,31.18,nan,745,
2017/09/07,21:00:00,02,4676,4613,0,4676,4613,77.14,-0.22,11282,31.09,nan,745,
2017/09/07,21:00:00,03,9513,9377,1,9514,9377,96.26,0.12,10911,31.78,nan,745,
2017/09/07,21:00:00,04,20167,19941,0,20167,19941,133.52,-0.46,11525,32.85,nan,826,
2017/09/07,21:01:00,01,8895,8774,0,8895,8774,124.12,-0.41,7063,31.18,nan,745,
2017/09/07,21:01:00,02,4676,4613,0,4676,4613,77.14,-0.22,11282,31.09,nan,745,
2017/09/07,21:01:00,03,9506,9370,1,9507,9371,96.20,0.13,10918,31.78,nan,745,
2017/09/07,21:01:00,04,20167,19941,0,20167,19941,133.52,-0.46,11525,32.85,nan,826,
2017/09/07,21:02:00,01,8895,8774,0,8895,8774,124.13,-0.41,7063,31.18,nan,745,
2017/09/07,21:02:00,02,4676,4613,0,4676,4613,77.14,-0.22,11282,31.09,nan,745,
2017/09/07,21:02:00,03,9507,9371,1,9508,9372,96.21,0.12,10917,31.78,nan,745,
2017/09/07,21:02:00,04,20167,19942,0,20167,19942,133.52,-0.46,11525,32.85,nan,826,
2017/09/07,21:03:00,01,8895,8774,0,8895,8774,124.12,-0.41,7063,31.18,nan,745,
2017/09/07,21:03:00,02,4676,4613,0,4676,4613,77.14,-0.22,11282,31.09,nan,745,
2017/09/07,21:03:00,03,9507,9370,1,9508,9371,96.20,0.12,10917,31.78,nan,745,
2017/09/07,21:03:00,04,20167,19941,0,20167,19941,133.52,-0.46,11525,32.85,nan,826,
2017/09/07,21:04:00,01,8895,8774,0,8895,8774,124.12,-0.41,7063,31.18,nan,745,
2017/09/07,21:04:00,02,4676,4613,0,4676,4613,77.14,-0.22,11282,31.09,nan,745,
2017/09/07,21:04:00,03,9507,9370,1,9508,9371,96.20,0.12,10917,31.78,nan,745,
2017/09/07,21:04:00,04,20167,19941,0,20167,19941,133.52,-0.46,11525,32.85,nan,826,
2017/09/07,21:05:00,01,8895,8774,0,8895,8774,124.12,-0.41,7063,31.18,nan,745,
2017/09/07,21:05:00,02,4676,4613,0,4676,4613,77.14,-0.22,11282,31.09,nan,745,
2017/09/07,21:05:00,03,9503,9367,1,9504,9368,96.17,0.12,10921,31.78,nan,745,
2017/09/07,21:05:00,04,20167,19941,0,20167,19941,133.52,-0.46,11525,32.85,nan,826,
2017/09/07,21:06:00,01,8895,8774,0,8895,8774,124.12,-0.41,7063,31.18,nan,745,
2017/09/07,21:06:00,02,4676,4613,0,4676,4613,77.14,-0.22,11282,31.09,nan,745,
2017/09/07,21:06:00,03,9503,9367,1,9504,9368,96.17,0.12,10921,31.78,nan,745,
2017/09/07,21:06:00,04,20167,19941,0,20167,19941,133.52,-0.46,11525,32.85,nan,826,
2017/09/07,21:07:00,01,8895,8774,0,8895,8774,124.12,-0.41,7063,31.18,nan,745,
2017/09/07,21:07:00,02,4676,4613,0,4676,4613,77.14,-0.22,11282,31.09,nan,745,
2017/09/07,21:07:00,03,9500,9364,1,9501,9365,96.14,0.13,10924,31.78,nan,745,
2017/09/07,21:07:00,04,20167,19941,0,20167,19941,133.52,-0.46,11525,32.85,nan,826,
